Id_SNVeg,n_total,mes,escala,n,parque
WaterSurf,4426,3,9,13,aiguestortes
AlpConF,47129,4,1,0,aiguestortes
AlpConF,47129,4,12,0,aiguestortes
AlpConF,47129,4,3,0,aiguestortes
AlpConF,47129,4,6,0,aiguestortes
AlpConF,47129,4,9,0,aiguestortes
AlpScrGr,89976,4,1,0,aiguestortes
AlpScrGr,89976,4,12,0,aiguestortes
AlpScrGr,89976,4,3,0,aiguestortes
AlpScrGr,89976,4,6,0,aiguestortes
AlpScrGr,89976,4,9,0,aiguestortes
Grass,650,4,1,0,aiguestortes
Grass,650,4,12,0,aiguestortes
Grass,650,4,3,0,aiguestortes
Grass,650,4,6,0,aiguestortes
Grass,650,4,9,0,aiguestortes
HydroRipVeg,599,4,1,0,aiguestortes
HydroRipVeg,599,4,12,0,aiguestortes
HydroRipVeg,599,4,3,0,aiguestortes
HydroRipVeg,599,4,6,0,aiguestortes
HydroRipVeg,599,4,9,0,aiguestortes
RipF,223,4,1,0,aiguestortes
RipF,223,4,12,0,aiguestortes
RipF,223,4,3,0,aiguestortes
RipF,223,4,6,0,aiguestortes
RipF,223,4,9,0,aiguestortes
RockScreeVeg,59380,4,1,0,aiguestortes
RockScreeVeg,59380,4,12,0,aiguestortes
RockScreeVeg,59380,4,3,0,aiguestortes
RockScreeVeg,59380,4,6,0,aiguestortes
RockScreeVeg,59380,4,9,0,aiguestortes
Shrub,528,4,1,0,aiguestortes
Shrub,528,4,12,0,aiguestortes
Shrub,528,4,3,0,aiguestortes
Shrub,528,4,6,0,aiguestortes
Shrub,528,4,9,0,aiguestortes
TempDecF,913,4,1,0,aiguestortes
TempDecF,913,4,12,0,aiguestortes
TempDecF,913,4,3,0,aiguestortes
TempDecF,913,4,6,0,aiguestortes
TempDecF,913,4,9,0,aiguestortes
WaterSurf,4420,4,1,0,aiguestortes
WaterSurf,4420,4,12,0,aiguestortes
WaterSurf,4420,4,3,0,aiguestortes
WaterSurf,4420,4,6,0,aiguestortes
WaterSurf,4420,4,9,0,aiguestortes
AlpConF,47125,5,1,533,aiguestortes
AlpConF,47125,5,12,21,aiguestortes
AlpConF,47125,5,3,1749,aiguestortes
AlpConF,47125,5,6,313,aiguestortes
AlpConF,47125,5,9,287,aiguestortes
AlpScrGr,89502,5,1,1469,aiguestortes
AlpScrGr,89502,5,12,214,aiguestortes
AlpScrGr,89502,5,3,4399,aiguestortes
AlpScrGr,89502,5,6,1107,aiguestortes
AlpScrGr,89502,5,9,970,aiguestortes
Grass,650,5,1,0,aiguestortes
Grass,650,5,12,0,aiguestortes
Grass,650,5,3,7,aiguestortes
Grass,650,5,6,0,aiguestortes
Grass,650,5,9,0,aiguestortes
HydroRipVeg,599,5,1,24,aiguestortes
HydroRipVeg,599,5,12,1,aiguestortes
HydroRipVeg,599,5,3,38,aiguestortes
HydroRipVeg,599,5,6,6,aiguestortes
HydroRipVeg,599,5,9,24,aiguestortes
RipF,223,5,1,0,aiguestortes
RipF,223,5,12,0,aiguestortes
RipF,223,5,3,2,aiguestortes
RipF,223,5,6,0,aiguestortes
RipF,223,5,9,0,aiguestortes
RockScreeVeg,58338,5,1,844,aiguestortes
RockScreeVeg,58338,5,12,112,aiguestortes
RockScreeVeg,58338,5,3,1500,aiguestortes
RockScreeVeg,58338,5,6,576,aiguestortes
RockScreeVeg,58338,5,9,433,aiguestortes
Shrub,528,5,1,0,aiguestortes
Shrub,528,5,12,0,aiguestortes
Shrub,528,5,3,1,aiguestortes
Shrub,528,5,6,0,aiguestortes
Shrub,528,5,9,0,aiguestortes
TempDecF,913,5,1,24,aiguestortes
TempDecF,913,5,12,4,aiguestortes
TempDecF,913,5,3,60,aiguestortes
TempDecF,913,5,6,3,aiguestortes
TempDecF,913,5,9,0,aiguestortes
WaterSurf,4420,5,1,123,aiguestortes
WaterSurf,4420,5,12,6,aiguestortes
WaterSurf,4420,5,3,18,aiguestortes
WaterSurf,4420,5,6,17,aiguestortes
WaterSurf,4420,5,9,30,aiguestortes
AlpConF,47156,6,1,2,aiguestortes
AlpConF,47156,6,12,40,aiguestortes
AlpConF,47156,6,3,510,aiguestortes
AlpConF,47156,6,6,3102,aiguestortes
AlpConF,47156,6,9,106,aiguestortes
AlpScrGr,89985,6,1,350,aiguestortes
AlpScrGr,89985,6,12,1352,aiguestortes
AlpScrGr,89985,6,3,3532,aiguestortes
AlpScrGr,89985,6,6,12304,aiguestortes
AlpScrGr,89985,6,9,2256,aiguestortes
Grass,650,6,1,0,aiguestortes
Grass,650,6,12,0,aiguestortes
Grass,650,6,3,1,aiguestortes
Grass,650,6,6,5,aiguestortes
Grass,650,6,9,0,aiguestortes
HydroRipVeg,599,6,1,0,aiguestortes
HydroRipVeg,599,6,12,6,aiguestortes
HydroRipVeg,599,6,3,17,aiguestortes
HydroRipVeg,599,6,6,113,aiguestortes
HydroRipVeg,599,6,9,4,aiguestortes
RipF,223,6,1,1,aiguestortes
RipF,223,6,12,0,aiguestortes
RipF,223,6,3,0,aiguestortes
RipF,223,6,6,3,aiguestortes
RipF,223,6,9,0,aiguestortes
RockScreeVeg,59389,6,1,304,aiguestortes
RockScreeVeg,59389,6,12,1049,aiguestortes
RockScreeVeg,59389,6,3,2070,aiguestortes
RockScreeVeg,59389,6,6,5530,aiguestortes
RockScreeVeg,59389,6,9,1746,aiguestortes
Shrub,528,6,1,0,aiguestortes
Shrub,528,6,12,0,aiguestortes
Shrub,528,6,3,0,aiguestortes
Shrub,528,6,6,0,aiguestortes
Shrub,528,6,9,0,aiguestortes
TempDecF,913,6,1,0,aiguestortes
TempDecF,913,6,12,0,aiguestortes
TempDecF,913,6,3,4,aiguestortes
TempDecF,913,6,6,9,aiguestortes
TempDecF,913,6,9,0,aiguestortes
WaterSurf,4420,6,1,2,aiguestortes
WaterSurf,4420,6,12,59,aiguestortes
WaterSurf,4420,6,3,73,aiguestortes
WaterSurf,4420,6,6,188,aiguestortes
WaterSurf,4420,6,9,42,aiguestortes
AlpConF,47156,7,1,0,aiguestortes
AlpConF,47156,7,12,0,aiguestortes
AlpConF,47156,7,3,0,aiguestortes
AlpConF,47156,7,6,0,aiguestortes
AlpConF,47156,7,9,0,aiguestortes
AlpScrGr,90194,7,1,0,aiguestortes
AlpScrGr,90194,7,12,1,aiguestortes
AlpScrGr,90194,7,3,0,aiguestortes
AlpScrGr,90194,7,6,0,aiguestortes
AlpScrGr,90194,7,9,0,aiguestortes
Grass,650,7,1,0,aiguestortes
Grass,650,7,12,0,aiguestortes
Grass,650,7,3,0,aiguestortes
Grass,650,7,6,0,aiguestortes
Grass,650,7,9,0,aiguestortes
HydroRipVeg,599,7,1,0,aiguestortes
HydroRipVeg,599,7,12,0,aiguestortes
HydroRipVeg,599,7,3,0,aiguestortes
HydroRipVeg,599,7,6,0,aiguestortes
HydroRipVeg,599,7,9,0,aiguestortes
RipF,223,7,1,0,aiguestortes
RipF,223,7,12,0,aiguestortes
RipF,223,7,3,0,aiguestortes
RipF,223,7,6,0,aiguestortes
RipF,223,7,9,0,aiguestortes
RockScreeVeg,59993,7,1,0,aiguestortes
RockScreeVeg,59993,7,12,0,aiguestortes
RockScreeVeg,59993,7,3,0,aiguestortes
RockScreeVeg,59993,7,6,0,aiguestortes
RockScreeVeg,59993,7,9,0,aiguestortes
Shrub,528,7,1,0,aiguestortes
Shrub,528,7,12,0,aiguestortes
Shrub,528,7,3,0,aiguestortes
Shrub,528,7,6,0,aiguestortes
Shrub,528,7,9,0,aiguestortes
TempDecF,913,7,1,0,aiguestortes
TempDecF,913,7,12,0,aiguestortes
TempDecF,913,7,3,0,aiguestortes
TempDecF,913,7,6,0,aiguestortes
TempDecF,913,7,9,0,aiguestortes
WaterSurf,4420,7,1,0,aiguestortes
WaterSurf,4420,7,12,0,aiguestortes
WaterSurf,4420,7,3,0,aiguestortes
WaterSurf,4420,7,6,0,aiguestortes
WaterSurf,4420,7,9,0,aiguestortes
AlpConF,47156,8,1,0,aiguestortes
AlpConF,47156,8,12,0,aiguestortes
AlpConF,47156,8,3,0,aiguestortes
AlpConF,47156,8,6,0,aiguestortes
AlpConF,47156,8,9,0,aiguestortes
AlpScrGr,90902,8,1,0,aiguestortes
AlpScrGr,90902,8,12,0,aiguestortes
AlpScrGr,90902,8,3,0,aiguestortes
AlpScrGr,90902,8,6,0,aiguestortes
AlpScrGr,90902,8,9,0,aiguestortes
Grass,650,8,1,0,aiguestortes
Grass,650,8,12,0,aiguestortes
Grass,650,8,3,0,aiguestortes
Grass,650,8,6,0,aiguestortes
Grass,650,8,9,0,aiguestortes
HydroRipVeg,599,8,1,0,aiguestortes
HydroRipVeg,599,8,12,0,aiguestortes
HydroRipVeg,599,8,3,0,aiguestortes
HydroRipVeg,599,8,6,0,aiguestortes
HydroRipVeg,599,8,9,0,aiguestortes
RipF,223,8,1,0,aiguestortes
RipF,223,8,12,0,aiguestortes
RipF,223,8,3,0,aiguestortes
RipF,223,8,6,0,aiguestortes
RipF,223,8,9,0,aiguestortes
RockScreeVeg,61591,8,1,0,aiguestortes
RockScreeVeg,61591,8,12,0,aiguestortes
RockScreeVeg,61591,8,3,0,aiguestortes
RockScreeVeg,61591,8,6,0,aiguestortes
RockScreeVeg,61591,8,9,0,aiguestortes
Shrub,528,8,1,0,aiguestortes
Shrub,528,8,12,0,aiguestortes
Shrub,528,8,3,0,aiguestortes
Shrub,528,8,6,0,aiguestortes
Shrub,528,8,9,0,aiguestortes
TempDecF,913,8,1,0,aiguestortes
TempDecF,913,8,12,0,aiguestortes
TempDecF,913,8,3,0,aiguestortes
TempDecF,913,8,6,0,aiguestortes
TempDecF,913,8,9,0,aiguestortes
WaterSurf,4420,8,1,0,aiguestortes
WaterSurf,4420,8,12,0,aiguestortes
WaterSurf,4420,8,3,0,aiguestortes
WaterSurf,4420,8,6,0,aiguestortes
WaterSurf,4420,8,9,0,aiguestortes
AlpConF,47133,9,1,0,aiguestortes
AlpConF,47133,9,12,0,aiguestortes
AlpConF,47133,9,3,0,aiguestortes
AlpConF,47133,9,6,0,aiguestortes
AlpConF,47133,9,9,0,aiguestortes
AlpScrGr,91031,9,1,0,aiguestortes
AlpScrGr,91031,9,12,0,aiguestortes
AlpScrGr,91031,9,3,0,aiguestortes
AlpScrGr,91031,9,6,0,aiguestortes
AlpScrGr,91031,9,9,0,aiguestortes
Grass,650,9,1,0,aiguestortes
Grass,650,9,12,0,aiguestortes
Grass,650,9,3,0,aiguestortes
Grass,650,9,6,0,aiguestortes
Grass,650,9,9,0,aiguestortes
HydroRipVeg,599,9,1,0,aiguestortes
HydroRipVeg,599,9,12,0,aiguestortes
HydroRipVeg,599,9,3,0,aiguestortes
HydroRipVeg,599,9,6,0,aiguestortes
HydroRipVeg,599,9,9,0,aiguestortes
RipF,223,9,1,0,aiguestortes
RipF,223,9,12,0,aiguestortes
RipF,223,9,3,0,aiguestortes
RipF,223,9,6,0,aiguestortes
RipF,223,9,9,0,aiguestortes
RockScreeVeg,61732,9,1,0,aiguestortes
RockScreeVeg,61732,9,12,0,aiguestortes
RockScreeVeg,61732,9,3,0,aiguestortes
RockScreeVeg,61732,9,6,0,aiguestortes
RockScreeVeg,61732,9,9,0,aiguestortes
Shrub,528,9,1,0,aiguestortes
Shrub,528,9,12,0,aiguestortes
Shrub,528,9,3,0,aiguestortes
Shrub,528,9,6,0,aiguestortes
Shrub,528,9,9,0,aiguestortes
TempDecF,913,9,1,0,aiguestortes
TempDecF,913,9,12,0,aiguestortes
TempDecF,913,9,3,0,aiguestortes
TempDecF,913,9,6,0,aiguestortes
TempDecF,913,9,9,0,aiguestortes
WaterSurf,4423,9,1,0,aiguestortes
WaterSurf,4423,9,12,0,aiguestortes
WaterSurf,4423,9,3,0,aiguestortes
WaterSurf,4423,9,6,0,aiguestortes
WaterSurf,4423,9,9,0,aiguestortes
AlpConF,47131,10,1,0,aiguestortes
AlpConF,47131,10,12,0,aiguestortes
AlpConF,47131,10,3,0,aiguestortes
AlpConF,47131,10,6,0,aiguestortes
AlpConF,47131,10,9,0,aiguestortes
AlpScrGr,90476,10,1,0,aiguestortes
AlpScrGr,90476,10,12,0,aiguestortes
AlpScrGr,90476,10,3,0,aiguestortes
AlpScrGr,90476,10,6,0,aiguestortes
AlpScrGr,90476,10,9,0,aiguestortes
Grass,650,10,1,0,aiguestortes
Grass,650,10,12,0,aiguestortes
Grass,650,10,3,0,aiguestortes
Grass,650,10,6,0,aiguestortes
Grass,650,10,9,0,aiguestortes
HydroRipVeg,599,10,1,0,aiguestortes
HydroRipVeg,599,10,12,0,aiguestortes
HydroRipVeg,599,10,3,0,aiguestortes
HydroRipVeg,599,10,6,0,aiguestortes
HydroRipVeg,599,10,9,0,aiguestortes
RipF,223,10,1,0,aiguestortes
RipF,223,10,12,0,aiguestortes
RipF,223,10,3,0,aiguestortes
RipF,223,10,6,0,aiguestortes
RipF,223,10,9,0,aiguestortes
RockScreeVeg,60534,10,1,0,aiguestortes
RockScreeVeg,60534,10,12,0,aiguestortes
RockScreeVeg,60534,10,3,0,aiguestortes
RockScreeVeg,60534,10,6,0,aiguestortes
RockScreeVeg,60534,10,9,0,aiguestortes
Shrub,528,10,1,0,aiguestortes
Shrub,528,10,12,0,aiguestortes
Shrub,528,10,3,0,aiguestortes
Shrub,528,10,6,0,aiguestortes
Shrub,528,10,9,0,aiguestortes
TempDecF,913,10,1,0,aiguestortes
TempDecF,913,10,12,0,aiguestortes
TempDecF,913,10,3,0,aiguestortes
TempDecF,913,10,6,0,aiguestortes
TempDecF,913,10,9,0,aiguestortes
WaterSurf,4420,10,1,0,aiguestortes
WaterSurf,4420,10,12,0,aiguestortes
WaterSurf,4420,10,3,0,aiguestortes
WaterSurf,4420,10,6,0,aiguestortes
WaterSurf,4420,10,9,0,aiguestortes
AlpConF,47073,11,1,15515,aiguestortes
AlpConF,47073,11,12,2161,aiguestortes
AlpConF,47073,11,3,5254,aiguestortes
AlpConF,47073,11,6,961,aiguestortes
AlpConF,47073,11,9,2503,aiguestortes
AlpScrGr,89988,11,1,12025,aiguestortes
AlpScrGr,89988,11,12,1681,aiguestortes
AlpScrGr,89988,11,3,9392,aiguestortes
AlpScrGr,89988,11,6,1900,aiguestortes
AlpScrGr,89988,11,9,2848,aiguestortes
Grass,648,11,1,209,aiguestortes
Grass,648,11,12,30,aiguestortes
Grass,648,11,3,34,aiguestortes
Grass,648,11,6,8,aiguestortes
Grass,648,11,9,63,aiguestortes
HydroRipVeg,599,11,1,166,aiguestortes
HydroRipVeg,599,11,12,13,aiguestortes
HydroRipVeg,599,11,3,46,aiguestortes
HydroRipVeg,599,11,6,1,aiguestortes
HydroRipVeg,599,11,9,52,aiguestortes
RipF,223,11,1,41,aiguestortes
RipF,223,11,12,0,aiguestortes
RipF,223,11,3,9,aiguestortes
RipF,223,11,6,1,aiguestortes
RipF,223,11,9,2,aiguestortes
RockScreeVeg,59406,11,1,4784,aiguestortes
RockScreeVeg,59406,11,12,843,aiguestortes
RockScreeVeg,59406,11,3,4985,aiguestortes
RockScreeVeg,59406,11,6,928,aiguestortes
RockScreeVeg,59406,11,9,1766,aiguestortes
Shrub,528,11,1,65,aiguestortes
Shrub,528,11,12,3,aiguestortes
Shrub,528,11,3,1,aiguestortes
Shrub,528,11,6,3,aiguestortes
Shrub,528,11,9,14,aiguestortes
TempDecF,913,11,1,268,aiguestortes
TempDecF,913,11,12,15,aiguestortes
TempDecF,913,11,3,91,aiguestortes
TempDecF,913,11,6,6,aiguestortes
TempDecF,913,11,9,35,aiguestortes
WaterSurf,4420,11,1,523,aiguestortes
WaterSurf,4420,11,12,89,aiguestortes
WaterSurf,4420,11,3,290,aiguestortes
WaterSurf,4420,11,6,47,aiguestortes
WaterSurf,4420,11,9,186,aiguestortes
AlpConF,46858,12,1,178,aiguestortes
AlpConF,46858,12,12,314,aiguestortes
AlpConF,46858,12,3,1840,aiguestortes
AlpConF,46858,12,6,2027,aiguestortes
AlpConF,46858,12,9,2391,aiguestortes
AlpScrGr,89999,12,1,108,aiguestortes
AlpScrGr,89999,12,12,209,aiguestortes
AlpScrGr,89999,12,3,963,aiguestortes
AlpScrGr,89999,12,6,795,aiguestortes
AlpScrGr,89999,12,9,753,aiguestortes
Grass,643,12,1,6,aiguestortes
Grass,643,12,12,1,aiguestortes
Grass,643,12,3,15,aiguestortes
Grass,643,12,6,34,aiguestortes
Grass,643,12,9,65,aiguestortes
HydroRipVeg,599,12,1,3,aiguestortes
HydroRipVeg,599,12,12,0,aiguestortes
HydroRipVeg,599,12,3,1,aiguestortes
HydroRipVeg,599,12,6,6,aiguestortes
HydroRipVeg,599,12,9,6,aiguestortes
RipF,223,12,1,2,aiguestortes
RipF,223,12,12,2,aiguestortes
RipF,223,12,3,4,aiguestortes
RipF,223,12,6,27,aiguestortes
RipF,223,12,9,13,aiguestortes
RockScreeVeg,59577,12,1,46,aiguestortes
RockScreeVeg,59577,12,12,74,aiguestortes
RockScreeVeg,59577,12,3,203,aiguestortes
RockScreeVeg,59577,12,6,204,aiguestortes
RockScreeVeg,59577,12,9,215,aiguestortes
Shrub,528,12,1,4,aiguestortes
Shrub,528,12,12,0,aiguestortes
Shrub,528,12,3,13,aiguestortes
Shrub,528,12,6,4,aiguestortes
Shrub,528,12,9,1,aiguestortes
TempDecF,904,12,1,1,aiguestortes
TempDecF,904,12,12,1,aiguestortes
TempDecF,904,12,3,30,aiguestortes
TempDecF,904,12,6,31,aiguestortes
TempDecF,904,12,9,13,aiguestortes
WaterSurf,4422,12,1,7,aiguestortes
WaterSurf,4422,12,12,4,aiguestortes
WaterSurf,4422,12,3,30,aiguestortes
WaterSurf,4422,12,6,9,aiguestortes
WaterSurf,4422,12,9,8,aiguestortes
ArtSurf,7418,1,1,0,cabaneros
ArtSurf,7418,1,12,0,cabaneros
ArtSurf,7418,1,3,0,cabaneros
ArtSurf,7418,1,6,0,cabaneros
ArtSurf,7418,1,9,0,cabaneros
Crop,2473,1,1,0,cabaneros
Crop,2473,1,12,0,cabaneros
Crop,2473,1,3,0,cabaneros
Crop,2473,1,6,0,cabaneros
Crop,2473,1,9,0,cabaneros
Dehesa,36272,1,1,0,cabaneros
Dehesa,36272,1,12,0,cabaneros
Dehesa,36272,1,3,0,cabaneros
Dehesa,36272,1,6,0,cabaneros
Dehesa,36272,1,9,0,cabaneros
Grass,52784,1,1,0,cabaneros
Grass,52784,1,12,0,cabaneros
Grass,52784,1,3,0,cabaneros
Grass,52784,1,6,0,cabaneros
Grass,52784,1,9,0,cabaneros
HydroRipVeg,554,1,1,0,cabaneros
HydroRipVeg,554,1,12,0,cabaneros
HydroRipVeg,554,1,3,0,cabaneros
HydroRipVeg,554,1,6,0,cabaneros
HydroRipVeg,554,1,9,0,cabaneros
MedConF,35896,1,1,0,cabaneros
MedConF,35896,1,12,0,cabaneros
MedConF,35896,1,3,0,cabaneros
MedConF,35896,1,6,0,cabaneros
MedConF,35896,1,9,0,cabaneros
MedSclF,158690,1,1,0,cabaneros
MedSclF,158690,1,12,0,cabaneros
MedSclF,158690,1,3,0,cabaneros
MedSclF,158690,1,6,0,cabaneros
MedSclF,158690,1,9,0,cabaneros
MedScrub,187005,1,1,0,cabaneros
MedScrub,187005,1,12,0,cabaneros
MedScrub,187005,1,3,0,cabaneros
MedScrub,187005,1,6,0,cabaneros
MedScrub,187005,1,9,0,cabaneros
Reforestation,57,1,1,0,cabaneros
Reforestation,57,1,12,0,cabaneros
Reforestation,57,1,3,0,cabaneros
Reforestation,57,1,6,0,cabaneros
Reforestation,57,1,9,0,cabaneros
RipF,4764,1,1,0,cabaneros
RipF,4764,1,12,0,cabaneros
RipF,4764,1,3,0,cabaneros
RipF,4764,1,6,0,cabaneros
RipF,4764,1,9,0,cabaneros
RockScreeVeg,11067,1,1,0,cabaneros
RockScreeVeg,11067,1,12,0,cabaneros
RockScreeVeg,11067,1,3,0,cabaneros
RockScreeVeg,11067,1,6,0,cabaneros
RockScreeVeg,11067,1,9,0,cabaneros
Shrub,21978,1,1,0,cabaneros
Shrub,21978,1,12,0,cabaneros
Shrub,21978,1,3,0,cabaneros
Shrub,21978,1,6,0,cabaneros
Shrub,21978,1,9,0,cabaneros
SMedMarF,69447,1,1,0,cabaneros
SMedMarF,69447,1,12,0,cabaneros
SMedMarF,69447,1,3,0,cabaneros
SMedMarF,69447,1,6,0,cabaneros
SMedMarF,69447,1,9,0,cabaneros
WaterSurf,177,1,1,0,cabaneros
WaterSurf,177,1,12,0,cabaneros
WaterSurf,177,1,3,0,cabaneros
WaterSurf,177,1,6,0,cabaneros
WaterSurf,177,1,9,0,cabaneros
ArtSurf,7418,2,1,0,cabaneros
ArtSurf,7418,2,12,0,cabaneros
ArtSurf,7418,2,3,0,cabaneros
ArtSurf,7418,2,6,0,cabaneros
ArtSurf,7418,2,9,0,cabaneros
Crop,2473,2,1,0,cabaneros
Crop,2473,2,12,0,cabaneros
Crop,2473,2,3,0,cabaneros
Crop,2473,2,6,0,cabaneros
Crop,2473,2,9,0,cabaneros
Dehesa,36272,2,1,0,cabaneros
Dehesa,36272,2,12,0,cabaneros
Dehesa,36272,2,3,0,cabaneros
Dehesa,36272,2,6,0,cabaneros
Dehesa,36272,2,9,0,cabaneros
Grass,52784,2,1,0,cabaneros
Grass,52784,2,12,0,cabaneros
Grass,52784,2,3,0,cabaneros
Grass,52784,2,6,0,cabaneros
Grass,52784,2,9,0,cabaneros
HydroRipVeg,554,2,1,0,cabaneros
HydroRipVeg,554,2,12,0,cabaneros
HydroRipVeg,554,2,3,0,cabaneros
HydroRipVeg,554,2,6,0,cabaneros
HydroRipVeg,554,2,9,0,cabaneros
MedConF,35896,2,1,0,cabaneros
MedConF,35896,2,12,0,cabaneros
MedConF,35896,2,3,0,cabaneros
MedConF,35896,2,6,0,cabaneros
MedConF,35896,2,9,0,cabaneros
